Sex,Subject#,Group#,Condition,Rank,Role,Round,Round_centred,Proposer_Keep,Proposer_Send,Responder_decision,Responder_attempted_reject,Rejected_offer,Reject_occur,Reject_alt,Rminus1_Reject,Earnings,filter_$,GreedyOffer,EqualOffer,Grip_strength
female,148,37,Easy,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,3,0,70,30,,No,,Yes,Yes,No,10,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,4,1,64,36,,No,,No,No,Yes,12,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,5,2,64,36,,No,,No,No,No,12,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,6,3,64,36,,No,,No,No,No,12,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,7,4,64,36,,No,,Yes,Yes,No,12,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,8,5,61,39,,No,,No,No,Yes,13,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,9,6,58,42,,No,,No,No,No,14,Not Selected,No,No,
female,148,37,Easy,3,Responder,10,7,58,42,,No,,No,No,No,14,Not Selected,No,No,
female,148,37,Easy,3,Responder,11,8,64,36,,No,,No,No,No,12,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,12,9,61,39,,No,,No,No,No,13,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,13,10,61,39,,No,,No,No,No,13,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,14,11,61,39,,No,,No,No,No,13,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,15,12,61,39,,No,,No,No,No,13,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,16,13,61,39,,No,,No,No,No,13,Not Selected,Yes,No,
female,148,37,Easy,3,Responder,17,14,58,42,,No,,No,No,No,14,Not Selected,No,No,
female,148,37,Easy,3,Responder,18,15,58,42,,No,,No,No,No,14,Not Selected,No,No,
female,148,37,Easy,3,Responder,19,16,58,42,,No,,No,No,No,14,Not Selected,No,No,
female,148,37,Easy,3,Responder,20,17,58,42,,No,,No,No,No,14,Not Selected,No,No,
female,149,38,Easy,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,149,38,Easy,3,Responder,2,-1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,149,38,Easy,3,Responder,3,0,25,75,,No,,Yes,Yes,No,25,Not Selected,No,Yes,
female,149,38,Easy,3,Responder,4,1,70,30,,No,,Yes,Yes,Yes,10,Not Selected,Yes,No,
female,149,38,Easy,3,Responder,5,2,30,70,,No,,No,No,Yes,23.3,Not Selected,No,Yes,
female,149,38,Easy,3,Responder,6,3,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,149,38,Easy,3,Responder,7,4,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,8,5,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,9,6,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,10,7,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,11,8,40,60,,No,,Yes,Yes,No,20,Not Selected,No,No,
female,149,38,Easy,3,Responder,12,9,35,65,,No,,No,No,Yes,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,13,10,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,14,11,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,15,12,35,65,,No,,Yes,Yes,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,16,13,70,30,1,Yes,30,Yes,Yes,Yes,9,Not Selected,Yes,No,
female,149,38,Easy,3,Responder,17,14,35,65,,No,,No,No,Yes,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,18,15,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,19,16,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,149,38,Easy,3,Responder,20,17,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,150,38,Easy,4,Responder,2,-1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,150,38,Easy,4,Responder,3,0,25,75,,No,,Yes,Yes,No,25,Not Selected,No,Yes,
female,150,38,Easy,4,Responder,4,1,70,30,,No,,Yes,Yes,Yes,10,Not Selected,Yes,No,
female,150,38,Easy,4,Responder,5,2,30,70,,No,,No,No,Yes,23.3,Not Selected,No,Yes,
female,150,38,Easy,4,Responder,6,3,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,150,38,Easy,4,Responder,7,4,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,8,5,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,9,6,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,10,7,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,11,8,40,60,,No,,Yes,Yes,No,20,Not Selected,No,No,
female,150,38,Easy,4,Responder,12,9,35,65,,No,,No,No,Yes,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,13,10,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,14,11,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,15,12,35,65,,No,,Yes,Yes,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,16,13,70,30,,No,,Yes,Yes,Yes,10,Not Selected,Yes,No,
female,150,38,Easy,4,Responder,17,14,35,65,,No,,No,No,Yes,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,18,15,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,19,16,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,150,38,Easy,4,Responder,20,17,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,151,38,Easy,2,Responder,2,-1,40,60,,No,,No,No,No,20,Not Selected,No,No,
female,151,38,Easy,2,Responder,3,0,25,75,6,Yes,75,Yes,Yes,No,19,Not Selected,No,Yes,
female,151,38,Easy,2,Responder,4,1,70,30,6,Yes,30,Yes,Yes,Yes,4,Not Selected,Yes,No,
female,151,38,Easy,2,Responder,5,2,30,70,,No,,No,No,Yes,23.3,Not Selected,No,Yes,
female,151,38,Easy,2,Responder,6,3,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,151,38,Easy,2,Responder,7,4,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,8,5,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,9,6,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,10,7,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,11,8,40,60,6,Yes,60,Yes,Yes,No,14,Not Selected,No,No,
female,151,38,Easy,2,Responder,12,9,35,65,,No,,No,No,Yes,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,13,10,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,14,11,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,15,12,35,65,4,Yes,65,Yes,Yes,No,17.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,16,13,70,30,6,Yes,30,Yes,Yes,Yes,4,Not Selected,Yes,No,
female,151,38,Easy,2,Responder,17,14,35,65,4,Yes,65,No,No,Yes,17.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,18,15,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,19,16,35,65,3,Yes,65,No,No,No,18.7,Not Selected,No,No,
female,151,38,Easy,2,Responder,20,17,35,65,,No,,No,No,No,21.7,Not Selected,No,No,
female,152,38,Easy,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
female,152,38,Easy,1,Proposer,2,-1,40,60,,No,,No,No,No,40,Not Selected,No,No,
female,152,38,Easy,1,Proposer,3,0,25,75,,No,,Yes,Yes,No,0,Selected,No,Yes,
female,152,38,Easy,1,Proposer,4,1,70,30,,No,,Yes,Yes,Yes,0,Selected,Yes,No,
female,152,38,Easy,1,Proposer,5,2,30,70,,No,,No,No,Yes,30,Selected,No,Yes,
female,152,38,Easy,1,Proposer,6,3,30,70,,No,,No,No,No,30,Selected,No,Yes,
female,152,38,Easy,1,Proposer,7,4,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,8,5,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,9,6,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,10,7,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,11,8,40,60,,No,,Yes,Yes,No,0,Selected,No,No,
female,152,38,Easy,1,Proposer,12,9,35,65,,No,,No,No,Yes,35,Selected,No,No,
female,152,38,Easy,1,Proposer,13,10,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,14,11,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,15,12,35,65,,No,,Yes,Yes,No,0,Selected,No,No,
female,152,38,Easy,1,Proposer,16,13,70,30,,No,,Yes,Yes,Yes,0,Selected,Yes,No,
female,152,38,Easy,1,Proposer,17,14,35,65,,No,,No,No,Yes,35,Selected,No,No,
female,152,38,Easy,1,Proposer,18,15,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,19,16,35,65,,No,,No,No,No,35,Selected,No,No,
female,152,38,Easy,1,Proposer,20,17,35,65,,No,,No,No,No,35,Selected,No,No,
female,153,39,Easy,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,153,39,Easy,3,Responder,2,-1,0,100,,No,,No,No,No,33.3,Not Selected,No,No,
female,153,39,Easy,3,Responder,3,0,25,75,2,Yes,75,No,No,No,23,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,4,1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,5,2,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,6,3,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,7,4,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,8,5,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,9,6,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,10,7,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,11,8,0,100,,No,,No,No,No,33.3,Not Selected,No,No,
female,153,39,Easy,3,Responder,12,9,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,13,10,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,14,11,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,15,12,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,16,13,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,17,14,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,18,15,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,19,16,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,153,39,Easy,3,Responder,20,17,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,154,39,Easy,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
female,154,39,Easy,1,Proposer,2,-1,0,100,,No,,No,No,No,0,Not Selected,No,No,
female,154,39,Easy,1,Proposer,3,0,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,4,1,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,5,2,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,6,3,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,7,4,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,8,5,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,9,6,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,10,7,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,11,8,0,100,,No,,No,No,No,0,Selected,No,No,
female,154,39,Easy,1,Proposer,12,9,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,13,10,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,14,11,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,15,12,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,16,13,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,17,14,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,18,15,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,19,16,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,154,39,Easy,1,Proposer,20,17,25,75,,No,,No,No,No,25,Selected,No,Yes,
female,155,39,Easy,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,155,39,Easy,4,Responder,2,-1,0,100,,No,,No,No,No,33.3,Not Selected,No,No,
female,155,39,Easy,4,Responder,3,0,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,4,1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,5,2,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,6,3,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,7,4,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,8,5,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,9,6,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,10,7,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,11,8,0,100,,No,,No,No,No,33.3,Not Selected,No,No,
female,155,39,Easy,4,Responder,12,9,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,13,10,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,14,11,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,15,12,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,16,13,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,17,14,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,18,15,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,19,16,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,155,39,Easy,4,Responder,20,17,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,156,39,Easy,2,Responder,2,-1,0,100,,No,,No,No,No,33.3,Not Selected,No,No,
male,156,39,Easy,2,Responder,3,0,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,4,1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,5,2,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,6,3,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,7,4,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,8,5,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,9,6,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,10,7,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,11,8,0,100,,No,,No,No,No,33.3,Not Selected,No,No,
male,156,39,Easy,2,Responder,12,9,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,13,10,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,14,11,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,15,12,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,16,13,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,17,14,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,18,15,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,19,16,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,156,39,Easy,2,Responder,20,17,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
male,157,40,Easy,1,Proposer,1,-2,70,30,,No,,No,No,,70,Not Selected,Yes,No,
male,157,40,Easy,1,Proposer,2,-1,70,30,,No,,No,No,No,70,Not Selected,Yes,No,
male,157,40,Easy,1,Proposer,3,0,70,30,,No,,Yes,Yes,No,0,Selected,Yes,No,
male,157,40,Easy,1,Proposer,4,1,25,75,,No,,No,No,Yes,25,Selected,No,Yes,
male,157,40,Easy,1,Proposer,5,2,50,50,,No,,Yes,Yes,No,0,Selected,No,No,
male,157,40,Easy,1,Proposer,6,3,30,70,,No,,Yes,Yes,Yes,0,Selected,No,Yes,
male,157,40,Easy,1,Proposer,7,4,25,75,,No,,No,No,Yes,25,Selected,No,Yes,
male,157,40,Easy,1,Proposer,8,5,26,74,,No,,No,No,No,26,Selected,No,Yes,
male,157,40,Easy,1,Proposer,9,6,30,70,,No,,No,No,No,30,Selected,No,Yes,
male,157,40,Easy,1,Proposer,10,7,30,70,,No,,Yes,Yes,No,0,Selected,No,Yes,
male,157,40,Easy,1,Proposer,11,8,28,72,,No,,Yes,Yes,Yes,0,Selected,No,Yes,
male,157,40,Easy,1,Proposer,12,9,26,74,,No,,No,No,Yes,26,Selected,No,Yes,
male,157,40,Easy,1,Proposer,13,10,27,73,,No,,Yes,Yes,No,0,Selected,No,Yes,
male,157,40,Easy,1,Proposer,14,11,26,74,,No,,No,No,Yes,26,Selected,No,Yes,
male,157,40,Easy,1,Proposer,15,12,26,74,,No,,No,No,No,26,Selected,No,Yes,
male,157,40,Easy,1,Proposer,16,13,26,74,,No,,No,No,No,26,Selected,No,Yes,
male,157,40,Easy,1,Proposer,17,14,30,70,,No,,Yes,Yes,No,0,Selected,No,Yes,
male,157,40,Easy,1,Proposer,18,15,26,74,,No,,No,No,Yes,26,Selected,No,Yes,
male,157,40,Easy,1,Proposer,19,16,26,74,,No,,No,No,No,26,Selected,No,Yes,
male,157,40,Easy,1,Proposer,20,17,26,74,,No,,No,No,No,26,Selected,No,Yes,
female,158,40,Easy,3,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,158,40,Easy,3,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
female,158,40,Easy,3,Responder,3,0,70,30,4,Yes,30,Yes,Yes,No,6,Not Selected,Yes,No,
female,158,40,Easy,3,Responder,4,1,25,75,,No,,No,No,Yes,25,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,5,2,50,50,4,Yes,50,Yes,Yes,No,12.7,Not Selected,No,No,
female,158,40,Easy,3,Responder,6,3,30,70,3,Yes,70,Yes,Yes,Yes,20.3,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,7,4,25,75,,No,,No,No,Yes,25,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,8,5,26,74,3,Yes,74,No,No,No,21.7,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,9,6,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,10,7,30,70,,No,,Yes,Yes,No,23.3,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,11,8,28,72,,No,,Yes,Yes,Yes,24,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,12,9,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,13,10,27,73,,No,,Yes,Yes,No,24.3,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,14,11,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,15,12,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,16,13,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,17,14,30,70,,No,,Yes,Yes,No,23.3,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,18,15,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,19,16,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
female,158,40,Easy,3,Responder,20,17,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,159,40,Easy,4,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
male,159,40,Easy,4,Responder,3,0,70,30,7,Yes,30,Yes,Yes,No,3,Not Selected,Yes,No,
male,159,40,Easy,4,Responder,4,1,25,75,,No,,No,No,Yes,25,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,5,2,50,50,5,Yes,50,Yes,Yes,No,11.7,Not Selected,No,No,
male,159,40,Easy,4,Responder,6,3,30,70,,No,,Yes,Yes,Yes,23.3,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,7,4,25,75,,No,,No,No,Yes,25,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,8,5,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,9,6,30,70,,No,,No,No,No,23.3,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,10,7,30,70,,No,,Yes,Yes,No,23.3,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,11,8,28,72,,No,,Yes,Yes,Yes,24,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,12,9,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,13,10,27,73,,No,,Yes,Yes,No,24.3,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,14,11,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,15,12,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,16,13,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,17,14,30,70,,No,,Yes,Yes,No,23.3,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,18,15,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,19,16,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,159,40,Easy,4,Responder,20,17,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
male,160,40,Easy,2,Responder,2,-1,70,30,,No,,No,No,No,10,Not Selected,Yes,No,
male,160,40,Easy,2,Responder,3,0,70,30,4,Yes,30,Yes,Yes,No,6,Not Selected,Yes,No,
male,160,40,Easy,2,Responder,4,1,25,75,,No,,No,No,Yes,25,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,5,2,50,50,4,Yes,50,Yes,Yes,No,12.7,Not Selected,No,No,
male,160,40,Easy,2,Responder,6,3,30,70,3,Yes,70,Yes,Yes,Yes,20.3,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,7,4,25,75,,No,,No,No,Yes,25,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,8,5,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,9,6,30,70,5,Yes,70,No,No,No,18.3,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,10,7,30,70,5,Yes,70,Yes,Yes,No,18.3,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,11,8,28,72,4,Yes,72,Yes,Yes,Yes,20,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,12,9,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,13,10,27,73,4,Yes,73,Yes,Yes,No,20.3,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,14,11,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,15,12,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,16,13,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,17,14,30,70,5,Yes,70,Yes,Yes,No,18.3,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,18,15,26,74,,No,,No,No,Yes,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,19,16,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
male,160,40,Easy,2,Responder,20,17,26,74,,No,,No,No,No,24.7,Not Selected,No,Yes,
female,161,41,Hard,2,Responder,1,-2,70,30,,No,,No,No,,10,Not Selected,Yes,No,
female,161,41,Hard,2,Responder,2,-1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,161,41,Hard,2,Responder,3,0,35,65,2,Yes,65,No,No,No,19.7,Not Selected,No,No,
female,161,41,Hard,2,Responder,4,1,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,161,41,Hard,2,Responder,5,2,40,60,4,Yes,60,No,No,No,16,Not Selected,No,No,
female,161,41,Hard,2,Responder,6,3,10,90,,No,,No,No,No,30,Not Selected,No,No,
female,161,41,Hard,2,Responder,7,4,37,63,,No,,No,No,No,21,Not Selected,No,No,
female,161,41,Hard,2,Responder,8,5,22,78,,No,,No,No,No,26,Not Selected,No,Yes,
female,161,41,Hard,2,Responder,9,6,64,36,4,Yes,36,No,No,No,8,Not Selected,Yes,No,
female,161,41,Hard,2,Responder,10,7,10,90,,No,,No,No,No,30,Not Selected,No,No,
female,161,41,Hard,2,Responder,11,8,50,50,5,Yes,50,No,No,No,11.7,Not Selected,No,No,
female,161,41,Hard,2,Responder,12,9,25,75,,No,,No,No,No,25,Not Selected,No,Yes,
female,161,41,Hard,2,Responder,13,10,70,30,4,Yes,30,No,No,No,6,Not Selected,Yes,No,
female,161,41,Hard,2,Responder,14,11,45,55,,No,,No,No,No,18.3,Not Selected,No,No,
