id,DG_order,sessionid,playerid,date,treatmentdg,muslim,a2,living_cond,b1,b5,b6,b15,dg_statement1,dg_statement2,type,age,rel_firstidentity,tanzania,intervdgGhana1,intervdgGhana2,intervdgGhana3,intervdgGhana4,intervdgGhana5,c_intervdgGhana6,intervdgTanz1,intervdgTanz2,intervdgTanz3,intervdgTanz4,intervdgTanz5,c_intervdgTanz6,sessionGhana1,sessionGhana2,sessionGhana3,sessionGhana4,sessionGhana5,sessionGhana6,sessionGhana7,sessionGhana8,sessionGhana9,sessionGhana10,sessionGhana11,sessionGhana12,sessionGhana13,sessionGhana14,c_sessionGhana15,sessionTanz1,sessionTanz2,sessionTanz3,sessionTanz4,sessionTanz5,sessionTanz6,sessionTanz7,sessionTanz8,sessionTanz9,sessionTanz10,sessionTanz11,sessionTanz12,sessionTanz13,sessionTanz14,c_sessionTanz15,treatDG1,treatDG2,treatDG3,state3_1,state3_2,state3_3,fdg1,fdg2,samer,discrDG,negative_discri,positive_discri,female,fraction_dg,b3,b4,b8,b9,b10,b11,b12,b13,equal,order,rounddiscr_v1
504,1,12,44,1803,Universal love,yes,some primary,Better,A few times a year,yes,yes,yes,agree,agree,Accra,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.3,Other religion,Negative,Negative,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,0,0,1
504,2,12,44,1803,Universal love,yes,some primary,Better,A few times a year,yes,yes,yes,agree,agree,Accra,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.3,Same religion,Negative,Negative,0,1,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,0,0,1
505,1,12,45,1803,Control,yes,no schooling,Same,A few times a week,yes,yes,yes,agree,agree,Accra,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0.2,0,Other religion,Positive,No,1,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,0,0,1
505,2,12,45,1803,Control,yes,no schooling,Same,A few times a week,yes,yes,yes,agree,agree,Accra,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0.2,0,Same religion,Positive,No,1,1,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,0,0,1
506,1,12,46,1803,Universal love,yes,some primary,Much better,A few times a year,yes,yes,yes,neutral,agree,Accra,54,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.3,Same religion,Positive,No,1,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
506,2,12,46,1803,Universal love,yes,some primary,Much better,A few times a year,yes,yes,yes,neutral,agree,Accra,54,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.3,Other religion,Positive,No,1,0,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
507,1,12,47,1803,One true religion,yes,no schooling,Same,About once a week,yes,yes,no,agree,agree,Accra,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.5,0.3,Same religion,Negative,Negative,0,1,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
507,2,12,47,1803,One true religion,yes,no schooling,Same,About once a week,yes,yes,no,agree,agree,Accra,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.5,0.3,Other religion,Negative,Negative,0,1,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
508,1,12,48,1803,Control,yes,primary completed,Better,A few times a week,yes,yes,no,agree,agree,Accra,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.1,Same religion,Negative,Negative,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,agree,disagree,0,1,1
508,2,12,48,1803,Control,yes,primary completed,Better,A few times a week,yes,yes,no,agree,agree,Accra,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.1,Other religion,Negative,Negative,0,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,agree,disagree,0,1,1
509,1,13,1,1803,One true religion,yes,primary completed,Much worse,A few times a week,yes,yes,yes,agree,agree,Accra,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.2,0.1,Same religion,Negative,Negative,0,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
509,2,13,1,1803,One true religion,yes,primary completed,Much worse,A few times a week,yes,yes,yes,agree,agree,Accra,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.2,0.1,Other religion,Negative,Negative,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
510,1,13,2,1803,Universal love,yes,no schooling,Better,A few times a week,yes,yes,yes,agree,agree,Accra,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.4,0.3,Same religion,Negative,Negative,0,1,0.4,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,strongly disagree,strongly agree,strongly disagree,0,1,1
510,2,13,2,1803,Universal love,yes,no schooling,Better,A few times a week,yes,yes,yes,agree,agree,Accra,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.4,0.3,Other religion,Negative,Negative,0,1,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,strongly disagree,strongly agree,strongly disagree,0,1,1
511,1,13,3,1803,Control,yes,no schooling,Much worse,A few times a week,yes,yes,no,agree,agree,Accra,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0.1,0,Same religion,Negative,Negative,0,0,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,0,1,1
511,2,13,3,1803,Control,yes,no schooling,Much worse,A few times a week,yes,yes,no,agree,agree,Accra,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0.1,0,Other religion,Negative,Negative,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,0,1,1
512,1,13,4,1803,One true religion,yes,no schooling,Much worse,A few times a year,yes,yes,yes,agree,agree,Accra,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.3,Other religion,Negative,Negative,0,1,0.2,Prayer is a regular part of my daily life," Although I sometimes question his existence, I do believe in God",strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,0,0,1
512,2,13,4,1803,One true religion,yes,no schooling,Much worse,A few times a year,yes,yes,yes,agree,agree,Accra,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.3,Same religion,Negative,Negative,0,1,0.3,Prayer is a regular part of my daily life," Although I sometimes question his existence, I do believe in God",strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,0,0,1
513,1,13,5,1803,Universal love,yes,no schooling,Much worse,A few times a week,yes,yes,yes,agree,agree,Accra,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0,Other religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,1,0,0
513,2,13,5,1803,Universal love,yes,no schooling,Much worse,A few times a week,yes,yes,yes,agree,agree,Accra,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0,Same religion,No,No,0,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,1,0,0
514,1,13,6,1803,Control,yes,some primary,Better,Never,yes,yes,yes,agree,agree,Accra,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.1,Other religion,Positive,No,1,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,0,1
514,2,13,6,1803,Control,yes,some primary,Better,Never,yes,yes,yes,agree,agree,Accra,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.2,0.1,Same religion,Positive,No,1,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,0,1
515,1,13,7,1803,One true religion,yes,some primary,Better,About once a month,yes,yes,yes,agree,agree,Accra,55,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.3,0.3,Other religion,No,No,0,0,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,1,0,1
515,2,13,7,1803,One true religion,yes,some primary,Better,About once a month,yes,yes,yes,agree,agree,Accra,55,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.3,0.3,Same religion,No,No,0,0,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,1,0,1
516,1,13,8,1803,Universal love,yes,some primary,Better,About once a month,yes,yes,yes,agree,agree,Accra,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.3,0.3,Other religion,No,No,0,0,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,strongly agree,agree,strongly agree,strongly agree,disagree,1,0,1
516,2,13,8,1803,Universal love,yes,some primary,Better,About once a month,yes,yes,yes,agree,agree,Accra,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.3,0.3,Same religion,No,No,0,0,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,strongly agree,agree,strongly agree,strongly agree,disagree,1,0,1
517,1,13,9,1803,Control,yes,completed post-secondary,Better,A few times a year,yes,yes,yes,agree,agree,Accra,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.5,Other religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,disagree,disagree,disagree,1,0,1
517,2,13,9,1803,Control,yes,completed post-secondary,Better,A few times a year,yes,yes,yes,agree,agree,Accra,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.5,Same religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,disagree,disagree,disagree,1,0,1
518,1,13,10,1803,One true religion,yes,some secondary,Better,About once a week,yes,yes,yes,agree,agree,Accra,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.5,0.5,Same religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,uncertain,1,1,1
518,2,13,10,1803,One true religion,yes,some secondary,Better,About once a week,yes,yes,yes,agree,agree,Accra,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.5,0.5,Other religion,No,No,0,0,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,uncertain,1,1,1
519,1,13,11,1803,Universal love,yes,no schooling,Much worse,A few times a year,yes,yes,yes,disagree,disagree,Accra,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0.1,0.1,Same religion,No,No,0,1,0.1,Prayer is a regular part of my daily life," Although I sometimes question his existence, I do believe in God",strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,1,1,1
519,2,13,11,1803,Universal love,yes,no schooling,Much worse,A few times a year,yes,yes,yes,disagree,disagree,Accra,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0.1,0.1,Other religion,No,No,0,1,0.1,Prayer is a regular part of my daily life," Although I sometimes question his existence, I do believe in God",strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,1,1,1
520,1,13,12,1803,Control,yes,some secondary,Much worse,About once a month,yes,yes,yes,agree,agree,Accra,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.1,Same religion,Negative,Negative,0,1,0.5,I usually pray in times of stress or need but rarely at any other time,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
520,2,13,12,1803,Control,yes,some secondary,Much worse,About once a month,yes,yes,yes,agree,agree,Accra,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.5,0.1,Other religion,Negative,Negative,0,1,0.1,I usually pray in times of stress or need but rarely at any other time,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,0,1,1
521,1,13,13,1803,One true religion,yes,no schooling,Better,About once a week,yes,yes,no,agree,agree,Accra,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.2,Same religion,No,No,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,agree,strongly agree,strongly agree,disagree,1,1,1
521,2,13,13,1803,One true religion,yes,no schooling,Better,About once a week,yes,yes,no,agree,agree,Accra,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0.2,Other religion,No,No,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,agree,strongly agree,strongly agree,disagree,1,1,1
522,1,13,14,1803,Universal love,yes,no schooling,Much worse,A few times a week,yes,yes,no,agree,agree,Accra,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.1,0,Same religion,Negative,Negative,0,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,disagree,strongly agree,strongly agree,0,1,1
522,2,13,14,1803,Universal love,yes,no schooling,Much worse,A few times a week,yes,yes,no,agree,agree,Accra,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.1,0,Other religion,Negative,Negative,0,1,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,agree,agree,strongly agree,disagree,strongly agree,strongly agree,0,1,1
523,1,13,15,1803,Control,yes,secondary completed,Much better,A few times a year,yes,yes,yes,agree,agree,Accra,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0.5,0.5,Same religion,No,No,0,1,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,1,1,1
523,2,13,15,1803,Control,yes,secondary completed,Much better,A few times a year,yes,yes,yes,agree,agree,Accra,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0.5,0.5,Other religion,No,No,0,1,0.5,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,1,1,1
524,1,13,16,1803,One true religion,yes,no schooling,worse,A few times a week,yes,yes,yes,agree,disagree,Accra,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0,Other religion,Positive,No,1,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,0,0,1
524,2,13,16,1803,One true religion,yes,no schooling,worse,A few times a week,yes,yes,yes,agree,disagree,Accra,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0,0.2,0,Same religion,Positive,No,1,1,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,0,0,1
525,1,13,17,1803,Universal love,yes,no schooling,worse,A few times a week,yes,yes,no,agree,agree,Accra,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.2,Other religion,No,No,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,1,0,1
525,2,13,17,1803,Universal love,yes,no schooling,worse,A few times a week,yes,yes,no,agree,agree,Accra,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.2,Same religion,No,No,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,1,0,1
526,1,13,18,1803,Control,yes,no schooling,Much better,A few times a week,yes,yes,no,agree,agree,Accra,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.1,0.1,Other religion,No,No,0,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,1,0,1
526,2,13,18,1803,Control,yes,no schooling,Much better,A few times a week,yes,yes,no,agree,agree,Accra,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0.1,0.1,Same religion,No,No,0,1,0.1,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,1,0,1
527,1,13,19,1803,One true religion,yes,some primary,Same,A few times a week,yes,yes,yes,disagree,agree,Accra,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.2,0,Other religion,Positive,No,1,0,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,agree,strongly agree,disagree,strongly agree,disagree,0,0,1
527,2,13,19,1803,One true religion,yes,some primary,Same,A few times a week,yes,yes,yes,disagree,agree,Accra,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,disagree,0,0,0.2,0,Same religion,Positive,No,1,0,0,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,agree,strongly agree,disagree,strongly agree,disagree,0,0,1
528,1,13,20,1803,Universal love,yes,no schooling,Much worse,A few times a week,yes,yes,yes,agree,agree,Accra,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.3,Other religion,Negative,Negative,0,1,0.2,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,0,0,1
528,2,13,20,1803,Universal love,yes,no schooling,Much worse,A few times a week,yes,yes,yes,agree,agree,Accra,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,agree,0,0.2,0.3,Same religion,Negative,Negative,0,1,0.3,Prayer is a regular part of my daily life,I am  sure  that  God  really  exists  and  that  He  is active  in  my  life,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,0,0,1
