Soc_Ref,Persec,Paranoia,Age,Gender,earnmore,harmme,frame,frame_bin,fairness,fair_bin,believe_real,similarHITS,role,role_bin,,Key,
20,21,41,33,Male,100,0,give,0,stingy,1,3,4,receiver,1,,,
19,16,35,28,Male,51,67,take,1,stingy,1,3,1,receiver,1,,,
17,16,33,49,Male,91,70,take,1,fair,0,5,2,receiver,1,,,
39,43,82,54,Female,3,0,give,0,fair,0,5,3,receiver,1,,,
17,16,33,28,Male,100,7,give,0,stingy,1,4,3,receiver,1,,,
18,19,37,37,Male,100,0,take,1,stingy,1,5,3,receiver,1,,,
18,16,34,45,Female,100,0,give,0,stingy,1,5,3,receiver,1,,,
48,47,95,32,Male,4,0,give,0,fair,0,4,3,receiver,1,,,
40,31,71,68,Female,70,57,take,1,fair,0,5,5,receiver,1,,,
16,16,32,38,Female,100,10,take,1,stingy,1,2,2,receiver,1,,,
20,16,36,34,Female,99,37,give,0,stingy,1,3,3,receiver,1,,,
67,52,119,19,Female,100,100,give,0,stingy,1,5,1,receiver,1,,,
49,16,65,30,Female,100,0,give,0,stingy,1,5,2,receiver,1,,,
33,32,65,45,Female,26,75,take,1,stingy,1,1,2,receiver,1,,,
40,18,58,33,Male,52,0,take,1,fair,0,2,2,receiver,1,,,
32,16,48,36,Female,100,0,give,0,stingy,1,4,3,receiver,1,,,
24,18,42,31,Female,100,17,take,1,stingy,1,4,3,receiver,1,,,
21,16,37,46,Female,100,51,take,1,stingy,1,5,4,receiver,1,,,
21,17,38,31,Female,32,15,take,1,fair,0,1,3,receiver,1,,,
19,19,38,50,Male,100,67,take,1,stingy,1,3,3,receiver,1,,,
18,18,36,62,Male,51,0,give,0,fair,0,5,3,receiver,1,,,
22,16,38,35,Female,25,0,give,0,fair,0,4,4,receiver,1,,,
16,16,32,25,Female,22,0,give,0,fair,0,2,2,receiver,1,,,
25,25,50,49,Male,100,72,give,0,stingy,1,1,2,receiver,1,,,
17,16,33,48,Female,100,6,give,0,stingy,1,5,2,receiver,1,,,
30,19,49,53,Male,66,0,give,0,fair,0,2,4,receiver,1,,,
23,16,39,29,Female,51,51,give,0,stingy,1,1,3,receiver,1,,,
57,60,117,26,Male,100,82,give,0,stingy,1,5,5,receiver,1,,,
26,22,48,42,Female,27,0,take,1,fair,0,5,2,receiver,1,,,
17,16,33,32,Female,92,5,take,1,stingy,1,4,3,receiver,1,,,
18,16,34,50,Male,77,0,take,1,fair,0,5,2,receiver,1,,,
22,21,43,33,Female,100,10,take,1,stingy,1,4,4,receiver,1,,,
16,16,32,24,Female,100,25,take,1,stingy,1,1,3,receiver,1,,,
16,16,32,38,Female,100,0,take,1,stingy,1,4,3,receiver,1,,,
27,17,44,43,Female,100,0,take,1,stingy,1,1,3,receiver,1,,,
20,16,36,52,Male,100,0,take,1,stingy,1,4,3,receiver,1,,,
21,16,37,39,Male,74,79,take,1,stingy,1,4,2,receiver,1,,,
19,16,35,27,Male,100,0,give,0,stingy,1,4,3,receiver,1,,,
16,16,32,34,Male,100,100,give,0,stingy,1,1,3,receiver,1,,,
23,16,39,61,Male,66,63,take,1,fair,0,1,4,receiver,1,,,
16,16,32,37,Male,100,0,take,1,stingy,1,1,4,receiver,1,,,
16,16,32,27,Male,26,16,take,1,fair,0,5,3,receiver,1,,,
38,26,64,40,Male,75,0,take,1,fair,0,3,2,receiver,1,,,
66,19,85,27,Male,27,24,take,1,fair,0,1,3,receiver,1,,,
32,19,51,33,Male,100,100,give,0,stingy,1,5,3,receiver,1,,,
18,16,34,29,Male,70,15,take,1,fair,0,5,4,receiver,1,,,
16,16,32,26,Male,100,0,take,1,stingy,1,1,1,receiver,1,,,
34,28,62,33,Male,98,96,give,0,fair,0,4,4,receiver,1,,,
25,19,44,36,Male,69,36,take,1,fair,0,4,2,receiver,1,,,
17,17,34,31,Female,100,0,give,0,stingy,1,5,2,receiver,1,,,
28,19,47,29,Male,100,30,take,1,stingy,1,3,3,receiver,1,,,
57,26,83,23,Male,96,11,give,0,stingy,1,4,3,receiver,1,,,
51,29,80,36,Female,100,0,take,1,stingy,1,3,2,receiver,1,,,
16,16,32,55,Female,47,0,take,1,fair,0,1,3,receiver,1,,,
16,16,32,36,Male,20,22,take,1,fair,0,5,1,receiver,1,,,
23,16,39,34,Female,100,0,give,0,stingy,1,4,4,receiver,1,,,
28,16,44,31,Male,100,5,take,1,stingy,1,4,3,receiver,1,,,
19,16,35,36,Female,51,0,give,0,fair,0,5,3,receiver,1,,,
39,26,65,42,Female,15,75,give,0,stingy,1,1,3,receiver,1,,,
45,50,95,28,Female,87,54,take,1,fair,0,2,3,receiver,1,,,
18,16,34,40,Male,100,100,take,1,stingy,1,5,3,receiver,1,,,
24,16,40,32,Male,0,0,give,0,fair,0,5,4,receiver,1,,,
35,29,64,40,Female,97,2,give,0,stingy,1,3,4,receiver,1,,,
20,16,36,21,Female,100,0,give,0,stingy,1,1,5,receiver,1,,,
48,49,97,23,Female,33,74,give,0,fair,0,3,2,receiver,1,,,
17,17,34,53,Male,95,15,take,1,stingy,1,5,4,receiver,1,,,
39,33,72,20,Male,5,13,give,0,fair,0,1,3,receiver,1,,,
37,19,56,30,Female,98,0,give,0,stingy,1,3,3,receiver,1,,,
27,18,45,41,Female,33,31,take,1,fair,0,4,3,receiver,1,,,
20,16,36,52,Male,100,0,give,0,fair,0,4,4,receiver,1,,,
22,18,40,23,Male,86,6,give,0,stingy,1,2,3,receiver,1,,,
36,21,57,36,Male,100,0,give,0,stingy,1,2,3,receiver,1,,,
25,17,42,44,Female,100,51,take,1,stingy,1,5,4,receiver,1,,,
19,32,51,41,Female,51,0,give,0,fair,0,5,3,receiver,1,,,
27,16,43,45,Female,100,51,take,1,fair,0,1,3,receiver,1,,,
19,18,37,30,Male,100,0,take,1,stingy,1,1,4,receiver,1,,,
16,16,32,32,Female,0,0,take,1,fair,0,5,1,receiver,1,,,
37,25,62,40,Female,100,0,take,1,stingy,1,5,3,receiver,1,,,
28,25,53,44,Male,100,0,take,1,fair,0,5,3,receiver,1,,,
16,17,33,45,Female,100,0,take,1,stingy,1,4,2,receiver,1,,,
17,17,34,29,Female,53,0,take,1,fair,0,5,4,receiver,1,,,
20,29,49,41,Male,71,33,give,0,fair,0,5,2,receiver,1,,,
26,17,43,25,Female,100,100,give,0,stingy,1,4,3,receiver,1,,,
31,18,49,31,Male,48,0,take,1,fair,0,5,2,receiver,1,,,
27,18,45,52,Male,4,3,give,0,fair,0,4,4,receiver,1,,,
19,16,35,65,Male,100,0,give,0,fair,0,4,5,receiver,1,,,
32,31,63,34,Female,93,54,give,0,fair,0,4,2,receiver,1,,,
20,21,41,30,Male,98,6,give,0,stingy,1,5,3,receiver,1,,,
17,16,33,36,Male,100,0,take,1,stingy,1,2,5,receiver,1,,,
18,16,34,24,Male,100,0,take,1,fair,0,2,4,receiver,1,,,
19,16,35,23,Female,90,11,take,1,fair,0,4,4,receiver,1,,,
46,33,79,20,Female,100,21,give,0,stingy,1,5,3,receiver,1,,,
20,16,36,52,Female,49,0,take,1,fair,0,1,3,receiver,1,,,
19,18,37,38,Female,6,0,give,0,fair,0,4,3,receiver,1,,,
46,16,62,27,Female,100,51,take,1,stingy,1,5,3,receiver,1,,,
20,16,36,38,Male,14,0,give,0,fair,0,5,4,receiver,1,,,
37,40,77,27,Male,37,0,give,0,fair,0,5,3,receiver,1,,,
21,18,39,40,Female,86,5,give,0,stingy,1,4,3,receiver,1,,,
18,20,38,27,Male,51,51,take,1,fair,0,5,4,receiver,1,,,
16,16,32,60,Male,100,10,take,1,stingy,1,5,4,receiver,1,,,
24,17,41,34,Female,100,50,give,0,stingy,1,1,2,receiver,1,,,
16,16,32,53,Male,100,76,take,1,stingy,1,4,2,receiver,1,,,
16,16,32,34,Male,74,0,give,0,fair,0,2,4,receiver,1,,,
51,23,74,23,Female,100,7,give,0,stingy,1,3,4,receiver,1,,,
28,19,47,33,Female,100,29,give,0,stingy,1,5,5,receiver,1,,,
33,31,64,36,Male,98,2,take,1,fair,0,1,3,receiver,1,,,
26,16,42,41,Male,100,22,take,1,fair,0,3,1,receiver,1,,,
23,16,39,25,Female,17,20,give,0,fair,0,4,3,receiver,1,,,
52,24,76,32,Female,68,0,give,0,fair,0,4,2,receiver,1,,,
16,16,32,30,Female,100,67,take,1,stingy,1,5,3,receiver,1,,,
16,16,32,26,Male,100,0,give,0,stingy,1,1,5,receiver,1,,,
20,17,37,26,Male,19,0,give,0,fair,0,2,4,receiver,1,,,
20,16,36,31,Female,65,26,take,1,fair,0,5,3,receiver,1,,,
17,16,33,56,Female,100,23,give,0,stingy,1,4,3,receiver,1,,,
20,16,36,48,Male,49,0,take,1,fair,0,1,4,receiver,1,,,
36,35,71,50,Female,27,15,give,0,fair,0,3,4,receiver,1,,,
57,40,97,26,Male,5,3,take,1,fair,0,2,4,receiver,1,,,
24,17,41,36,Female,16,0,give,0,fair,0,4,3,receiver,1,,,
27,21,48,24,Male,58,1,give,0,fair,0,2,1,receiver,1,,,
23,16,39,36,Female,57,35,take,1,stingy,1,1,3,receiver,1,,,
16,16,32,31,Female,100,0,take,1,stingy,1,1,3,receiver,1,,,
18,16,34,31,Male,100,0,take,1,stingy,1,1,4,receiver,1,,,
20,17,37,45,Male,94,20,take,1,stingy,1,2,4,receiver,1,,,
50,49,99,30,Male,64,46,take,1,stingy,1,4,3,receiver,1,,,
53,39,92,23,Male,84,0,take,1,fair,0,2,4,receiver,1,,,
27,22,49,32,Male,55,15,give,0,fair,0,4,4,receiver,1,,,
17,16,33,30,Female,95,5,take,1,stingy,1,3,4,receiver,1,,,
39,21,60,46,Male,52,29,take,1,fair,0,4,3,receiver,1,,,
40,19,59,34,Male,84,9,take,1,fair,0,5,4,receiver,1,,,
17,16,33,34,Female,57,20,give,0,fair,0,1,4,receiver,1,,,
16,16,32,34,Male,28,28,give,0,fair,0,2,1,receiver,1,,,
29,21,50,36,Female,89,21,take,1,fair,0,5,4,receiver,1,,,
26,21,47,26,Female,61,45,take,1,fair,0,4,3,receiver,1,,,
16,16,32,58,Male,72,44,give,0,fair,0,2,4,receiver,1,,,
22,17,39,37,Male,0,0,give,0,fair,0,5,4,receiver,1,,,
16,16,32,47,Female,100,9,take,1,fair,0,5,5,receiver,1,,,
58,58,116,28,Male,82,90,take,1,stingy,1,4,4,receiver,1,,,
16,16,32,39,Male,76,18,take,1,fair,0,4,2,receiver,1,,,
16,19,35,57,Female,100,0,take,1,stingy,1,4,4,receiver,1,,,
34,24,58,33,Male,0,0,give,0,fair,0,2,4,receiver,1,,,
26,19,45,44,Male,100,0,take,1,stingy,1,4,2,receiver,1,,,
17,16,33,29,Female,50,0,give,0,fair,0,5,5,receiver,1,,,
16,17,33,48,Male,51,0,take,1,fair,0,4,4,receiver,1,,,
38,26,64,54,Female,100,65,take,1,stingy,1,4,3,receiver,1,,,
19,20,39,44,Female,100,100,take,1,stingy,1,2,1,receiver,1,,,
55,52,107,30,Female,73,18,take,1,fair,0,5,3,receiver,1,,,
23,16,39,41,Female,28,3,give,0,fair,0,3,3,receiver,1,,,
24,16,40,32,Male,21,19,give,0,fair,0,4,1,receiver,1,,,
16,16,32,29,Female,100,0,give,0,stingy,1,3,4,receiver,1,,,
17,16,33,65,Male,51,0,give,0,fair,0,5,3,receiver,1,,,
20,17,37,52,Female,13,12,give,0,fair,0,5,5,receiver,1,,,
16,16,32,26,Male,100,0,give,0,stingy,1,5,2,receiver,1,,,
27,20,47,51,Male,100,0,give,0,stingy,1,2,2,receiver,1,,,
18,16,34,43,Female,92,68,take,1,stingy,1,4,2,receiver,1,,,
34,33,67,48,Male,68,61,take,1,fair,0,3,4,receiver,1,,,
16,30,46,59,Male,100,0,take,1,stingy,1,4,2,receiver,1,,,
20,18,38,31,Female,100,0,give,0,stingy,1,4,4,receiver,1,,,
62,59,121,29,Male,78,82,take,1,stingy,1,4,2,receiver,1,,,
17,18,35,54,Female,94,7,take,1,fair,0,4,2,receiver,1,,,
35,25,60,45,Female,100,69,give,0,stingy,1,2,4,receiver,1,,,
18,19,37,35,Female,0,0,give,0,fair,0,1,4,receiver,1,,,
36,33,69,26,Male,100,100,take,1,stingy,1,5,4,receiver,1,,,
25,16,41,34,Male,1,0,give,0,fair,0,3,4,receiver,1,,,
46,46,92,22,Female,100,71,take,1,stingy,1,4,3,receiver,1,,,
16,16,32,26,Female,17,16,take,1,fair,0,1,2,receiver,1,,,
27,30,57,40,Female,0,100,take,1,fair,0,2,4,receiver,1,,,
17,16,33,66,Female,100,0,give,0,stingy,1,4,3,receiver,1,,,
50,49,99,30,Female,0,4,give,0,fair,0,3,3,receiver,1,,,
31,19,50,28,Male,34,1,take,1,fair,0,5,2,receiver,1,,,
33,27,60,51,Female,80,82,take,1,stingy,1,2,3,receiver,1,,,
30,18,48,36,Female,68,35,give,0,fair,0,1,3,receiver,1,,,
16,16,32,64,Male,26,0,give,0,fair,0,3,3,receiver,1,,,
44,33,77,44,Female,82,82,give,0,fair,0,5,1,receiver,1,,,
16,16,32,32,Male,75,12,take,1,fair,0,5,3,receiver,1,,,
23,18,41,45,Male,98,23,take,1,stingy,1,4,4,receiver,1,,,
16,16,32,34,Male,100,0,give,0,stingy,1,5,3,receiver,1,,,
16,16,32,29,Male,89,9,give,0,stingy,1,5,1,receiver,1,,,
34,21,55,32,Female,100,100,give,0,stingy,1,5,3,receiver,1,,,
17,16,33,59,Female,100,0,take,1,stingy,1,1,4,receiver,1,,,
19,18,37,32,Male,56,0,give,0,fair,0,5,3,receiver,1,,,
20,19,39,44,Male,52,6,give,0,fair,0,4,3,receiver,1,,,
41,51,92,72,Female,35,22,take,1,fair,0,5,1,receiver,1,,,
16,16,32,33,Male,80,87,give,0,stingy,1,3,3,receiver,1,,,
17,18,35,23,Female,75,20,give,0,stingy,1,1,4,receiver,1,,,
23,28,51,60,Female,100,100,give,0,stingy,1,4,3,receiver,1,,,
61,64,125,31,Male,100,100,give,0,stingy,1,4,2,receiver,1,,,
32,31,63,36,Female,100,97,take,1,stingy,1,4,4,receiver,1,,,
35,19,54,43,Male,64,22,take,1,fair,0,4,3,receiver,1,,,
28,21,49,61,Male,100,0,take,1,stingy,1,5,2,receiver,1,,,
30,21,51,28,Male,100,15,give,0,stingy,1,4,3,receiver,1,,,
37,25,62,26,Female,100,0,give,0,stingy,1,2,2,receiver,1,,,
31,18,49,41,Male,84,0,give,0,stingy,1,3,1,receiver,1,,,
21,21,42,41,Male,100,0,take,1,stingy,1,4,3,receiver,1,,,
16,16,32,34,Female,79,15,take,1,fair,0,4,2,receiver,1,,,
16,16,32,27,Male,100,0,take,1,fair,0,4,3,receiver,1,,,
25,16,41,56,Female,38,34,give,0,fair,0,2,3,receiver,1,,,
66,64,130,25,Male,83,63,give,0,stingy,1,5,1,receiver,1,,,
16,16,32,57,Female,100,17,give,0,stingy,1,4,3,receiver,1,,,
16,16,32,39,Female,100,0,take,1,stingy,1,5,5,receiver,1,,,
17,16,33,53,Female,100,100,take,1,stingy,1,5,4,receiver,1,,,
18,16,34,25,Male,100,2,give,0,stingy,1,3,4,receiver,1,,,
16,16,32,33,Female,0,0,give,0,fair,0,5,3,receiver,1,,,
16,16,32,52,Female,49,0,give,0,stingy,1,5,4,receiver,1,,,
54,50,104,29,Male,89,96,give,0,fair,0,5,1,receiver,1,,,
33,18,51,34,Male,95,10,take,1,stingy,1,2,2,receiver,1,,,
20,22,42,28,Male,100,95,take,1,stingy,1,5,2,receiver,1,,,
19,16,35,47,Male,100,12,take,1,stingy,1,2,4,receiver,1,,,
28,27,55,25,Male,23,6,give,0,fair,0,5,3,receiver,1,,,
26,16,42,31,Male,100,0,take,1,stingy,1,5,3,receiver,1,,,
51,33,84,29,Male,69,28,take,1,stingy,1,5,1,receiver,1,,,
17,16,33,29,Female,100,0,take,1,fair,0,5,2,receiver,1,,,
18,16,34,29,Female,51,0,take,1,fair,0,5,1,receiver,1,,,
25,21,46,25,Male,100,49,take,1,stingy,1,5,1,receiver,1,,,
16,16,32,47,Female,0,0,give,0,fair,0,5,2,receiver,1,,,
34,21,55,46,Male,51,51,take,1,stingy,1,5,4,receiver,1,,,
34,20,54,40,Male,82,33,take,1,fair,0,3,3,receiver,1,,,
59,52,111,31,Male,24,24,give,0,fair,0,1,4,receiver,1,,,
18,16,34,35,Male,0,0,take,1,fair,0,2,3,receiver,1,,,
34,21,55,25,Female,78,17,take,1,fair,0,1,1,receiver,1,,,
20,19,39,39,Female,98,1,give,0,fair,0,5,1,receiver,1,,,
53,48,101,20,Male,76,11,give,0,stingy,1,4,2,receiver,1,,,
30,22,52,35,Male,84,28,give,0,stingy,1,4,3,receiver,1,,,
20,21,41,25,Female,50,22,take,1,fair,0,5,2,receiver,1,,,
31,16,47,33,Female,100,100,give,0,stingy,1,5,5,receiver,1,,,
25,19,44,20,Male,26,79,take,1,fair,0,4,2,receiver,1,,,
35,34,69,35,Female,100,0,give,0,stingy,1,1,3,receiver,1,,,
30,23,53,32,Male,4,5,take,1,fair,0,4,2,receiver,1,,,
27,18,45,30,Male,0,0,give,0,fair,0,5,2,receiver,1,,,
24,17,41,27,Female,100,2,take,1,stingy,1,4,3,receiver,1,,,
16,16,32,43,Female,72,13,take,1,fair,0,5,4,receiver,1,,,
24,17,41,28,Female,100,19,take,1,stingy,1,2,3,receiver,1,,,
16,16,32,52,Male,100,7,give,0,stingy,1,1,3,receiver,1,,,
18,17,35,27,Male,100,16,take,1,fair,0,4,2,receiver,1,,,
16,16,32,38,Female,100,17,give,0,stingy,1,4,3,receiver,1,,,
31,34,65,28,Male,84,8,take,1,fair,0,5,2,receiver,1,,,
16,16,32,31,Female,100,0,take,1,stingy,1,1,4,receiver,1,,,
16,17,33,30,Male,23,16,give,0,stingy,1,4,1,receiver,1,,,
30,19,49,28,Male,60,0,take,1,fair,0,2,4,receiver,1,,,
35,35,70,28,Male,51,37,give,0,fair,0,2,2,receiver,1,,,
33,17,50,34,Female,71,10,take,1,fair,0,3,4,receiver,1,,,
62,36,98,53,Female,100,0,take,1,stingy,1,3,2,receiver,1,,,
21,16,37,30,Female,100,0,give,0,stingy,1,5,1,receiver,1,,,
25,19,44,32,Female,100,12,give,0,stingy,1,4,4,receiver,1,,,
34,16,50,26,Female,100,0,give,0,stingy,1,1,4,receiver,1,,,
18,18,36,26,Female,100,0,take,1,stingy,1,3,4,receiver,1,,,
27,26,53,27,Male,52,0,take,1,fair,0,2,4,receiver,1,,,
22,18,40,37,Female,28,0,take,1,fair,0,4,3,receiver,1,,,
16,16,32,61,Female,39,29,take,1,fair,0,4,4,receiver,1,,,
17,16,33,49,Female,84,6,take,1,fair,0,1,2,receiver,1,,,
42,26,68,31,Male,50,50,take,1,fair,0,2,3,receiver,1,,,
25,21,46,28,Female,21,0,take,1,fair,0,3,4,receiver,1,,,
40,23,63,31,Male,100,100,give,0,fair,0,3,3,receiver,1,,,
19,16,35,35,Female,9,0,give,0,fair,0,2,3,receiver,1,,,
16,16,32,31,Male,100,0,give,0,stingy,1,5,3,receiver,1,,,
23,16,39,54,Female,16,0,give,0,fair,0,4,2,receiver,1,,,
42,36,78,36,Male,100,0,give,0,stingy,1,4,3,receiver,1,,,
23,19,42,47,Male,62,40,take,1,fair,0,2,1,receiver,1,,,
35,21,56,34,Female,100,100,take,1,stingy,1,4,5,receiver,1,,,
16,16,32,31,Male,100,73,give,0,stingy,1,2,3,receiver,1,,,
21,18,39,39,Female,90,13,take,1,fair,0,5,3,receiver,1,,,
16,16,32,70,Male,6,0,take,1,stingy,1,5,3,receiver,1,,,
18,16,34,44,Female,100,0,give,0,stingy,1,5,4,receiver,1,,,
40,41,81,55,Female,67,55,take,1,fair,0,2,3,receiver,1,,,
57,52,109,49,Female,65,55,take,1,fair,0,4,2,receiver,1,,,
16,16,32,44,Female,100,0,take,1,stingy,1,5,3,receiver,1,,,
43,36,79,42,Male,100,27,take,1,stingy,1,2,1,receiver,1,,,
18,16,34,37,Male,100,1,take,1,stingy,1,1,1,receiver,1,,,
19,16,35,24,Female,100,23,take,1,fair,0,1,3,receiver,1,,,
18,16,34,28,Female,18,8,give,0,fair,0,5,4,receiver,1,,,
20,25,45,48,Female,18,16,take,1,fair,0,4,2,receiver,1,,,
16,16,32,51,Male,100,100,take,1,stingy,1,2,5,receiver,1,,,
41,43,84,40,Male,86,26,give,0,fair,0,4,3,receiver,1,,,
40,35,75,26,Male,100,30,take,1,stingy,1,4,2,receiver,1,,,
24,20,44,45,Male,25,31,give,0,fair,0,3,3,receiver,1,,,
45,44,89,34,Male,38,55,give,0,fair,0,3,3,receiver,1,,,
33,31,64,36,Male,100,0,give,0,stingy,1,2,4,receiver,1,,,
33,26,59,51,Female,23,6,give,0,fair,0,3,4,receiver,1,,,
17,16,33,55,Female,100,0,give,0,stingy,1,5,3,receiver,1,,,
65,61,126,34,Male,0,0,take,1,stingy,1,5,3,receiver,1,,,
18,16,34,44,Female,85,43,give,0,fair,0,2,3,receiver,1,,,
16,16,32,28,Male,43,0,give,0,fair,0,4,4,receiver,1,,,
45,48,93,28,Female,96,18,take,1,stingy,1,5,2,receiver,1,,,
57,49,106,32,Female,100,78,take,1,stingy,1,4,2,receiver,1,,,
20,17,37,59,Female,0,0,give,0,fair,0,5,4,receiver,1,,,
16,16,32,27,Male,0,0,give,0,fair,0,3,3,receiver,1,,,
60,53,113,34,Female,57,78,take,1,fair,0,2,1,receiver,1,,,
19,16,35,30,Male,100,9,give,0,stingy,1,4,5,receiver,1,,,
23,17,40,50,Male,17,19,take,1,fair,0,5,3,receiver,1,,,
18,16,34,59,Female,0,0,take,1,fair,0,5,3,receiver,1,,,
26,17,43,41,Male,87,82,give,0,stingy,1,1,3,receiver,1,,,
16,16,32,53,Male,100,0,take,1,stingy,1,4,3,receiver,1,,,
55,52,107,21,Male,58,41,give,0,stingy,1,4,2,receiver,1,,,
20,16,36,41,Male,98,12,take,1,stingy,1,4,4,receiver,1,,,
18,17,35,60,Male,100,9,give,0,stingy,1,1,3,receiver,1,,,
17,18,35,30,Male,85,20,take,1,fair,0,3,2,receiver,1,,,
21,16,37,50,Female,100,50,take,1,stingy,1,1,4,receiver,1,,,
16,16,32,36,Female,100,3,give,0,stingy,1,5,2,receiver,1,,,
16,16,32,53,Female,22,15,give,0,fair,0,3,2,receiver,1,,,
76,59,135,35,Male,100,0,take,1,stingy,1,3,1,receiver,1,,,
29,31,60,31,Male,100,26,give,0,fair,0,5,1,receiver,1,,,
48,55,103,35,Female,9,5,give,0,fair,0,5,1,receiver,1,,,
27,17,44,30,Male,100,73,take,1,stingy,1,2,3,receiver,1,,,
26,21,47,30,Female,77,0,take,1,stingy,1,5,3,receiver,1,,,
19,22,41,36,Female,97,4,take,1,fair,0,3,3,receiver,1,,,
17,16,33,37,Female,100,12,take,1,stingy,1,5,3,receiver,1,,,
41,22,63,42,Female,100,12,take,1,stingy,1,4,3,receiver,1,,,
19,16,35,37,Female,97,2,take,1,stingy,1,4,3,receiver,1,,,
34,30,64,27,Male,73,36,take,1,fair,0,4,2,receiver,1,,,
18,16,34,41,Female,100,38,take,1,stingy,1,5,3,receiver,1,,,
16,16,32,43,Female,51,5,give,0,fair,0,3,3,receiver,1,,,
22,16,38,44,Male,74,0,give,0,fair,0,4,4,receiver,1,,,
41,27,68,26,Female,100,89,give,0,stingy,1,2,2,receiver,1,,,
17,16,33,19,Male,100,0,give,0,fair,0,5,1,receiver,1,,,
17,17,34,28,Female,27,1,give,0,fair,0,4,4,receiver,1,,,
33,20,53,25,Female,100,13,give,0,stingy,1,4,3,receiver,1,,,
30,23,53,31,Male,88,22,take,1,stingy,1,3,2,receiver,1,,,
16,16,32,36,Female,51,0,take,1,fair,0,4,4,receiver,1,,,
16,19,35,40,Female,91,97,take,1,stingy,1,4,3,receiver,1,,,
16,16,32,33,Female,0,0,give,0,fair,0,5,3,receiver,1,,,
22,16,38,43,Male,100,0,take,1,stingy,1,2,4,receiver,1,,,
21,17,38,34,Male,100,18,give,0,stingy,1,5,4,receiver,1,,,
51,19,70,39,Female,100,2,give,0,stingy,1,4,3,receiver,1,,,
22,18,40,33,Female,100,0,take,1,stingy,1,5,1,receiver,1,,,
16,16,32,32,Male,18,21,give,0,fair,0,5,2,receiver,1,,,
20,25,45,48,Female,99,0,give,0,stingy,1,5,3,receiver,1,,,
35,24,59,27,Male,99,1,give,0,stingy,1,2,4,receiver,1,,,
32,24,56,32,Female,100,0,take,1,stingy,1,5,3,receiver,1,,,
21,16,37,25,Male,100,23,take,1,stingy,1,5,3,receiver,1,,,
29,26,55,32,Male,91,15,take,1,stingy,1,3,1,receiver,1,,,
19,17,36,37,Male,50,0,give,0,fair,0,5,3,receiver,1,,,
23,20,43,48,Female,100,42,take,1,stingy,1,5,5,receiver,1,,,
26,18,44,48,Female,84,61,give,0,fair,0,3,2,receiver,1,,,
42,20,62,35,Female,100,15,give,0,stingy,1,4,1,receiver,1,,,
36,22,58,21,Female,90,24,give,0,stingy,1,3,3,receiver,1,,,
48,47,95,24,Female,100,15,give,0,stingy,1,1,3,receiver,1,,,
22,17,39,25,Male,79,58,give,0,stingy,1,5,1,receiver,1,,,
32,26,58,28,Female,100,100,give,0,fair,0,2,1,receiver,1,,,
25,22,47,30,Female,100,10,take,1,stingy,1,2,3,receiver,1,,,
33,32,65,23,Male,71,21,take,1,stingy,1,4,2,receiver,1,,,
19,16,35,31,Female,100,0,give,0,stingy,1,4,4,receiver,1,,,
33,21,54,27,Male,26,31,take,1,fair,0,5,4,receiver,1,,,
16,16,32,55,Male,100,0,take,1,fair,0,5,1,receiver,1,,,
18,16,34,44,Female,0,0,give,0,fair,0,4,4,receiver,1,,,
19,18,37,61,Female,51,0,give,0,fair,0,4,4,receiver,1,,,
21,19,40,32,Female,72,30,take,1,fair,0,5,4,receiver,1,,,
17,16,33,41,Female,50,0,give,0,fair,0,4,3,receiver,1,,,
35,24,59,26,Male,78,60,take,1,fair,0,5,1,receiver,1,,,
24,16,40,31,Male,100,0,take,1,stingy,1,4,2,receiver,1,,,
23,31,54,34,Male,100,3,give,0,stingy,1,4,3,receiver,1,,,
18,17,35,45,Male,100,0,give,0,stingy,1,3,4,receiver,1,,,
17,16,33,66,Female,48,0,take,1,fair,0,4,3,receiver,1,,,
18,17,35,30,Male,100,0,give,0,stingy,1,5,4,receiver,1,,,
26,19,45,35,Male,100,0,take,1,stingy,1,4,4,receiver,1,,,
20,17,37,50,Male,27,8,take,1,fair,0,4,1,receiver,1,,,
31,20,51,34,Male,18,0,give,0,fair,0,5,4,receiver,1,,,
20,19,39,26,Male,89,0,take,1,fair,0,4,3,receiver,1,,,
34,20,54,22,Male,84,27,take,1,stingy,1,2,2,receiver,1,,,
22,32,54,25,Male,87,90,take,1,stingy,1,2,2,receiver,1,,,
16,16,32,42,Female,100,0,give,0,stingy,1,4,2,receiver,1,,,
28,16,44,37,Female,86,19,give,0,fair,0,3,3,receiver,1,,,
24,16,40,27,Female,56,2,give,0,fair,0,5,4,receiver,1,,,
25,16,41,29,Female,0,0,give,0,fair,0,4,4,receiver,1,,,
18,18,36,34,Female,100,0,take,1,stingy,1,5,3,receiver,1,,,
16,16,32,29,Female,53,53,take,1,fair,0,3,3,receiver,1,,,
25,18,43,28,Female,51,24,take,1,fair,0,3,4,receiver,1,,,
20,16,36,40,Male,100,0,give,0,fair,0,3,1,receiver,1,,,
48,29,77,29,Female,100,0,give,0,stingy,1,5,2,receiver,1,,,
19,16,35,29,Male,100,75,take,1,fair,0,3,1,receiver,1,,,
16,16,32,47,Female,100,100,take,1,stingy,1,4,4,receiver,1,,,
16,16,32,52,Male,100,0,take,1,stingy,1,4,3,receiver,1,,,
31,27,58,46,Male,100,0,give,0,fair,0,3,3,receiver,1,,,
